timestamp,open,high,low,close,volume_btc,volume_usd
2024-01-01 00:31:00,42156.45,42176.17,42152.86,42169.5,74.15,3126737.28
2024-01-01 00:32:00,42169.5,42185.07,42140.35,42161.44,79.09,3334532.46
2024-01-01 00:33:00,42161.44,42210.8,42132.57,42181.64,57.84,2439728.68
2024-01-01 00:34:00,42181.64,42190.19,42084.6,42085.7,125.82,5295106.43
2024-01-01 00:35:00,42085.7,42100.78,42082.83,42084.38,62.94,2648909.79
2024-01-01 00:36:00,42084.38,42088.73,42060.08,42074.76,197.27,8300238.85
2024-01-01 00:37:00,42074.76,42097.1,42054.6,42089.84,154.71,6511623.11
2024-01-01 00:38:00,42089.84,42140.42,42070.87,42129.39,130.37,5492435.65
2024-01-01 00:39:00,42129.39,42145.46,42081.21,42083.92,168.71,7099871.82
2024-01-01 00:40:00,42083.92,42085.14,42016.67,42034.39,138.74,5831735.2
2024-01-01 00:41:00,42034.39,42034.89,41990.72,42006.08,53.03,2227758.64
2024-01-01 00:42:00,42006.08,42026.81,41941.36,41952.96,187.98,7886263.35
2024-01-01 00:43:00,41952.96,41980.77,41942.73,41976.64,31.56,1324781.54
2024-01-01 00:44:00,41976.64,42041.84,41959.99,42017.32,110.63,4648527.62
2024-01-01 00:45:00,42017.32,42024.57,41952.98,41955.78,180.47,7571800.46
2024-01-01 00:46:00,41955.78,41978.94,41945.3,41968.77,147.93,6208506.32
2024-01-01 00:47:00,41968.77,42034.77,41942.16,42007.86,158.18,6644650.2
2024-01-01 00:48:00,42007.86,42012.71,41946.9,41973.86,125.22,5256030.52
2024-01-01 00:49:00,41973.86,41985.75,41970.82,41985.47,136.07,5712767.36
2024-01-01 00:50:00,41985.47,42098.32,41978.74,42078.76,145.31,6114635.22
2024-01-01 00:51:00,42078.76,42109.57,42069.0,42102.45,151.83,6392557.1
2024-01-01 00:52:00,42102.45,42170.35,42085.4,42150.62,27.8,1171711.64
2024-01-01 00:53:00,42150.62,42182.29,42142.67,42171.26,56.36,2376689.24
2024-01-01 00:54:00,42171.26,42198.02,42148.47,42167.41,161.01,6789548.79
2024-01-01 00:55:00,42167.41,42199.54,42150.1,42184.46,103.58,4369397.54
2024-01-01 00:56:00,42184.46,42224.17,42183.73,42215.75,132.64,5599485.42
2024-01-01 00:57:00,42215.75,42221.06,42144.67,42172.89,191.25,8065414.29
2024-01-01 00:58:00,42172.89,42173.35,42133.87,42161.72,91.35,3851682.98
2024-01-01 00:59:00,42161.72,42226.41,42132.81,42197.42,172.07,7260985.02
2024-01-01 01:00:00,42197.42,42222.95,42145.57,42155.08,42.2,1779096.86
2024-01-01 01:01:00,42155.08,42171.78,42051.25,42079.33,142.25,5985602.56
2024-01-01 01:02:00,42079.33,42097.78,42005.44,42035.14,36.62,1539157.13
2024-01-01 01:03:00,42035.14,42058.38,42008.82,42042.83,150.75,6337789.48
2024-01-01 01:04:00,42042.83,42107.76,42034.02,42096.98,163.78,6894585.1
2024-01-01 01:05:00,42096.98,42173.97,42070.97,42149.67,183.52,7735126.24
2024-01-01 01:06:00,42149.67,42199.37,42130.17,42175.42,143.37,6046846.51
2024-01-01 01:07:00,42175.42,42391.93,42148.72,42368.06,74.22,3144518.28
2024-01-01 01:08:00,42368.06,42385.41,42328.34,42329.42,98.46,4167907.75
2024-01-01 01:09:00,42329.42,42345.7,42308.98,42317.58,122.26,5173675.71
2024-01-01 01:10:00,42317.58,42321.39,42278.31,42293.98,156.3,6610497.15
2024-01-01 01:11:00,42293.98,42354.9,42275.29,42348.43,26.22,1110207.13
2024-01-01 01:12:00,42348.43,42366.92,42329.3,42350.71,147.96,6266098.28
2024-01-01 01:13:00,42350.71,42379.98,42302.64,42318.13,71.36,3019894.63
2024-01-01 01:14:00,42318.13,42331.29,42282.68,42285.04,14.82,626522.21
2024-01-01 01:15:00,42285.04,42356.54,42259.96,42327.66,142.24,6020478.59
2024-01-01 01:16:00,42327.66,42332.35,42260.14,42267.64,114.35,4833434.57
2024-01-01 01:17:00,42267.64,42289.08,42231.11,42250.92,63.19,2669727.35
2024-01-01 01:18:00,42250.92,42369.61,42243.49,42357.03,77.63,3288379.59
2024-01-01 01:19:00,42357.03,42431.38,42356.59,42408.65,32.05,1359358.42
2024-01-01 01:20:00,42408.65,42445.07,42405.71,42430.84,103.41,4387646.55
2024-01-01 01:21:00,42430.84,42483.78,42425.64,42469.57,92.43,3925539.51
2024-01-01 01:22:00,42469.57,42570.24,42468.21,42551.19,81.18,3454152.46
2024-01-01 01:23:00,42551.19,42569.97,42464.59,42479.69,172.73,7337646.41
2024-01-01 01:24:00,42479.69,42481.8,42411.34,42430.61,15.04,638035.4
2024-01-01 01:25:00,42430.61,42471.29,42402.4,42453.71,119.34,5066430.31
2024-01-01 01:26:00,42453.71,42546.76,42437.35,42533.02,188.88,8033564.27
2024-01-01 01:27:00,42533.02,42544.6,42442.29,42471.12,182.02,7730450.68
2024-01-01 01:28:00,42471.12,42487.31,42461.56,42485.17,170.53,7244839.99
2024-01-01 01:29:00,42485.17,42485.87,42429.61,42454.04,63.55,2698056.41
2024-01-01 01:30:00,42454.04,42490.76,42427.72,42471.89,149.66,6356491.68
2024-01-01 01:31:00,42471.89,42495.99,42428.78,42437.24,43.71,1855081.06
2024-01-01 01:32:00,42437.24,42504.32,42424.87,42474.61,80.68,3426997.45
2024-01-01 01:33:00,42474.61,42528.42,42464.39,42505.13,186.84,7941823.54
2024-01-01 01:34:00,42505.13,42527.65,42471.61,42494.24,29.59,1257554.9
2024-01-01 01:35:00,42494.24,42576.26,42479.09,42549.18,167.03,7106858.88
2024-01-01 01:36:00,42549.18,42594.96,42548.86,42583.28,182.02,7751118.37
2024-01-01 01:37:00,42583.28,42586.02,42558.19,42567.77,190.51,8109660.81
2024-01-01 01:38:00,42567.77,42591.57,42554.31,42572.62,65.71,2797448.64
2024-01-01 01:39:00,42572.62,42612.23,42552.44,42602.37,152.95,6516082.66
2024-01-01 01:40:00,42602.37,42636.32,42587.54,42633.58,20.94,892583.65
2024-01-01 01:41:00,42633.58,42681.48,42620.33,42665.0,178.66,7622690.44
2024-01-01 01:42:00,42665.0,42669.29,42600.88,42623.72,127.46,5432880.79
2024-01-01 01:43:00,42623.72,42626.76,42605.13,42607.65,143.18,6100740.06
2024-01-01 01:44:00,42607.65,42610.2,42554.5,42584.1,81.11,3454058.3
2024-01-01 01:45:00,42584.1,42606.82,42559.72,42595.7,189.98,8092213.92
2024-01-01 01:46:00,42595.7,42619.02,42543.03,42559.78,90.6,3856009.12
2024-01-01 01:47:00,42559.78,42586.97,42545.77,42549.11,103.6,4408035.44
2024-01-01 01:48:00,42549.11,42550.8,42544.62,42548.18,32.33,1375582.24
2024-01-01 01:49:00,42548.18,42567.66,42511.37,42533.75,120.84,5139781.28
2024-01-01 01:50:00,42533.75,42542.32,42502.26,42528.31,52.48,2232022.37
2024-01-01 01:51:00,42528.31,42577.3,42527.95,42548.4,194.28,8266174.31
2024-01-01 01:52:00,42548.4,42561.82,42531.78,42559.6,194.17,8263691.03
2024-01-01 01:53:00,42559.6,42575.93,42540.72,42560.23,142.19,6051735.34
2024-01-01 01:54:00,42560.23,42685.42,42533.2,42667.89,18.63,795108.16
2024-01-01 01:55:00,42667.89,42676.32,42601.01,42629.52,179.15,7637084.44
2024-01-01 01:56:00,42629.52,42747.34,42623.88,42739.01,98.1,4192812.63
2024-01-01 01:57:00,42739.01,42749.62,42681.09,42698.6,24.77,1057626.43
2024-01-01 01:58:00,42698.6,42724.97,42674.19,42715.69,140.1,5984421.85
2024-01-01 01:59:00,42715.69,42814.37,42688.36,42809.5,166.28,7118451.94
2024-01-01 02:00:00,42809.5,42837.48,42717.5,42743.48,18.59,794667.52
2024-01-01 02:01:00,42743.48,42835.85,42732.19,42835.06,164.01,7025169.32
2024-01-01 02:02:00,42835.06,42864.16,42724.14,42749.4,169.28,7236723.5
2024-01-01 02:03:00,42749.4,42831.16,42736.96,42817.09,61.95,2652405.27
2024-01-01 02:04:00,42817.09,42840.43,42788.75,42817.36,171.43,7340308.1
2024-01-01 02:05:00,42817.36,42827.13,42803.84,42819.71,34.54,1479005.01
2024-01-01 02:06:00,42819.71,42832.58,42799.55,42825.72,127.44,5457896.79
2024-01-01 02:07:00,42825.72,42862.19,42822.31,42851.44,137.6,5896311.66
2024-01-01 02:08:00,42851.44,42944.61,42825.88,42929.0,114.86,4930923.66
2024-01-01 02:09:00,42929.0,42951.61,42902.7,42934.78,86.66,3720803.27
2024-01-01 02:10:00,42934.78,42988.18,42928.39,42967.05,35.91,1542971.8
2024-01-01 02:11:00,42967.05,43035.92,42956.54,43035.48,122.08,5253959.57
2024-01-01 02:12:00,43035.48,43062.61,42965.87,42976.32,107.66,4626744.92
2024-01-01 02:13:00,42976.32,42999.83,42862.46,42874.36,128.2,5496341.69
2024-01-01 02:14:00,42874.36,42888.13,42759.79,42789.19,103.6,4432850.51
2024-01-01 02:15:00,42789.19,42799.05,42767.41,42786.41,55.63,2380108.37
2024-01-01 02:16:00,42786.41,42810.2,42776.04,42804.74,180.39,7721538.95
2024-01-01 02:17:00,42804.74,42818.96,42737.72,42757.75,42.74,1827499.36
2024-01-01 02:18:00,42757.75,42763.06,42728.58,42731.24,32.92,1406747.14
2024-01-01 02:19:00,42731.24,42745.06,42685.4,42691.59,79.21,3381655.42
2024-01-01 02:20:00,42691.59,42791.01,42667.61,42789.83,129.3,5532770.82
2024-01-01 02:21:00,42789.83,42794.04,42763.62,42791.59,184.97,7914979.17
2024-01-01 02:22:00,42791.59,42815.78,42763.53,42785.98,45.06,1927893.0
2024-01-01 02:23:00,42785.98,42792.26,42763.81,42774.93,102.06,4365581.99
2024-01-01 02:24:00,42774.93,42788.8,42676.74,42699.17,16.97,724596.7
2024-01-01 02:25:00,42699.17,42775.08,42677.77,42767.51,180.09,7701971.13
2024-01-01 02:26:00,42767.51,42924.67,42754.09,42921.46,111.2,4772749.11
2024-01-01 02:27:00,42921.46,42984.71,42913.38,42977.43,81.68,3510568.34
2024-01-01 02:28:00,42977.43,42981.03,42918.39,42945.11,122.78,5272910.25
2024-01-01 02:29:00,42945.11,42965.48,42867.35,42891.03,104.7,4490862.96
2024-01-01 02:30:00,42891.03,42912.5,42868.66,42894.9,92.02,3946987.36
2024-01-01 02:31:00,42894.9,42898.72,42843.32,42851.83,78.99,3384679.24
2024-01-01 02:32:00,42851.83,42908.82,42822.24,42898.14,125.1,5366438.01
2024-01-01 02:33:00,42898.14,43000.73,42895.09,42993.61,39.04,1678609.76
2024-01-01 02:34:00,42993.61,42999.21,42952.53,42961.08,42.94,1844791.0
2024-01-01 02:35:00,42961.08,42987.98,42934.32,42936.72,109.66,4708319.34
2024-01-01 02:36:00,42936.72,42953.61,42924.79,42950.25,194.2,8340911.32
2024-01-01 02:37:00,42950.25,42976.21,42923.22,42947.73,59.0,2533982.35
2024-01-01 02:38:00,42947.73,43000.66,42931.03,42972.78,118.61,5096847.25
2024-01-01 02:39:00,42972.78,42981.18,42900.82,42923.9,45.54,1954682.08
2024-01-01 02:40:00,42923.9,42939.13,42878.47,42885.74,31.82,1364581.21
2024-01-01 02:41:00,42885.74,42904.06,42786.84,42795.5,120.44,5154086.72
2024-01-01 02:42:00,42795.5,42811.47,42790.64,42792.19,73.95,3164688.52
2024-01-01 02:43:00,42792.19,42796.22,42729.74,42731.64,198.09,8464815.15
2024-01-01 02:44:00,42731.64,42789.59,42711.2,42781.96,154.44,6607386.08
2024-01-01 02:45:00,42781.96,42799.82,42738.96,42753.11,88.25,3772952.35
2024-01-01 02:46:00,42753.11,42806.88,42724.16,42781.96,33.62,1438178.73
2024-01-01 02:47:00,42781.96,42803.89,42743.66,42771.81,44.43,1900534.78
2024-01-01 02:48:00,42771.81,42793.38,42746.56,42776.14,36.56,1563756.78
2024-01-01 02:49:00,42776.14,42800.0,42762.31,42768.36,41.09,1757549.8
2024-01-01 02:50:00,42768.36,42808.04,42752.67,42788.08,78.18,3345077.64
2024-01-01 02:51:00,42788.08,42814.4,42755.26,42767.03,165.15,7063141.7
2024-01-01 02:52:00,42767.03,42780.91,42656.08,42665.12,152.05,6487052.29
2024-01-01 02:53:00,42665.12,42680.21,42607.75,42614.72,180.92,7709819.83
2024-01-01 02:54:00,42614.72,42683.39,42595.99,42656.19,32.21,1373982.68
2024-01-01 02:55:00,42656.19,42684.39,42526.8,42545.63,73.63,3132722.97
2024-01-01 02:56:00,42545.63,42581.16,42529.63,42562.56,179.84,7654433.17
2024-01-01 02:57:00,42562.56,42586.22,42537.24,42541.79,69.23,2945049.01
2024-01-01 02:58:00,42541.79,42584.32,42524.7,42583.31,154.87,6594756.07
2024-01-01 02:59:00,42583.31,42609.61,42530.24,42540.51,166.04,7063378.49
2024-01-01 03:00:00,42540.51,42564.43,42522.52,42527.01,53.56,2277651.79
2024-01-01 03:01:00,42527.01,42548.68,42456.47,42478.08,131.82,5599377.05
2024-01-01 03:02:00,42478.08,42506.3,42467.7,42498.75,44.5,1891345.8
2024-01-01 03:03:00,42498.75,42619.84,42481.25,42592.59,86.16,3669852.62
2024-01-01 03:04:00,42592.59,42629.91,42575.0,42625.3,106.12,4523348.3
2024-01-01 03:05:00,42625.3,42643.65,42621.98,42622.53,175.7,7488928.77
2024-01-01 03:06:00,42622.53,42648.9,42594.85,42628.0,144.38,6154431.37
2024-01-01 03:07:00,42628.0,42668.86,42610.71,42664.28,125.28,5344804.8
2024-01-01 03:08:00,42664.28,42771.97,42636.52,42743.94,95.66,4088863.4
2024-01-01 03:09:00,42743.94,42747.34,42688.84,42718.38,169.39,7236093.98
2024-01-01 03:10:00,42718.38,42738.91,42706.41,42721.17,20.4,871713.12
2024-01-01 03:11:00,42721.17,42785.93,42697.08,42775.88,10.88,465405.16
2024-01-01 03:12:00,42775.88,42792.0,42697.68,42725.27,75.81,3238820.89
2024-01-01 03:13:00,42725.27,42735.68,42620.41,42642.53,95.92,4090331.56
2024-01-01 03:14:00,42642.53,42646.76,42624.26,42629.55,104.69,4462882.4
2024-01-01 03:15:00,42629.55,42642.12,42526.95,42554.39,78.85,3355619.92
2024-01-01 03:16:00,42554.39,42647.23,42534.49,42646.84,43.83,1869076.02
2024-01-01 03:17:00,42646.84,42732.0,42642.38,42703.17,88.78,3791126.9
2024-01-01 03:18:00,42703.17,42833.85,42680.67,42831.84,49.88,2136540.4
2024-01-01 03:19:00,42831.84,42861.74,42825.68,42834.8,46.23,1980281.3
2024-01-01 03:20:00,42834.8,42851.74,42831.19,42833.16,157.35,6739808.43
2024-01-01 03:21:00,42833.16,42846.76,42790.26,42805.99,93.74,4012844.14
2024-01-01 03:22:00,42805.99,42872.95,42800.53,42868.29,173.74,7447905.98
2024-01-01 03:23:00,42868.29,42896.68,42753.42,42764.62,61.44,2627522.14
2024-01-01 03:24:00,42764.62,42765.39,42704.41,42709.1,146.03,6237010.94
2024-01-01 03:25:00,42709.1,42816.48,42708.28,42796.71,52.17,2232905.91
2024-01-01 03:26:00,42796.71,42833.38,42793.59,42832.79,161.98,6938229.48
2024-01-01 03:27:00,42832.79,42838.15,42756.76,42776.34,55.25,2363595.05
2024-01-01 03:28:00,42776.34,42798.01,42738.65,42764.32,167.74,7173363.54
2024-01-01 03:29:00,42764.32,42776.24,42725.54,42745.58,48.95,2092268.72
2024-01-01 03:30:00,42745.58,42775.63,42743.02,42775.24,49.5,2117305.33
2024-01-01 03:31:00,42775.24,42776.03,42754.32,42759.76,120.78,5164433.92
2024-01-01 03:32:00,42759.76,42830.49,42749.51,42805.96,59.29,2537984.84
2024-01-01 03:33:00,42805.96,42817.35,42779.01,42796.72,60.93,2607693.47
2024-01-01 03:34:00,42796.72,42813.28,42719.61,42732.7,65.95,2818156.91
2024-01-01 03:35:00,42732.7,42848.89,42709.79,42820.43,36.62,1568148.7
2024-01-01 03:36:00,42820.43,42847.27,42794.56,42818.55,90.79,3887520.67
2024-01-01 03:37:00,42818.55,42874.39,42810.49,42873.72,112.91,4840893.0
2024-01-01 03:38:00,42873.72,42877.9,42781.26,42806.31,197.04,8434401.63
2024-01-01 03:39:00,42806.31,42859.24,42801.16,42843.47,61.74,2645087.08
2024-01-01 03:40:00,42843.47,42861.49,42826.85,42853.26,133.77,5732475.78
2024-01-01 03:41:00,42853.26,42878.16,42798.15,42804.35,12.09,517470.62
2024-01-01 03:42:00,42804.35,42835.16,42784.39,42817.15,43.32,1854862.07
2024-01-01 03:43:00,42817.15,42893.71,42804.58,42866.28,82.8,3549170.41
2024-01-01 03:44:00,42866.28,42871.27,42812.9,42835.04,25.73,1102220.43
2024-01-01 03:45:00,42835.04,42854.44,42827.68,42836.35,83.97,3596803.72
2024-01-01 03:46:00,42836.35,42857.92,42781.27,42790.18,117.62,5032847.99
2024-01-01 03:47:00,42790.18,42804.47,42702.69,42722.6,188.0,8031748.34
2024-01-01 03:48:00,42722.6,42723.54,42671.81,42679.68,123.06,5252366.78
2024-01-01 03:49:00,42679.68,42716.24,42664.79,42714.7,123.4,5270999.67
2024-01-01 03:50:00,42714.7,42775.36,42712.44,42772.16,148.36,6345500.87
2024-01-01 03:51:00,42772.16,42787.03,42716.35,42737.0,92.62,3958181.22
2024-01-01 03:52:00,42737.0,42796.37,42716.16,42772.39,61.71,2639380.49
2024-01-01 03:53:00,42772.39,42790.1,42733.44,42744.27,27.4,1171218.28
2024-01-01 03:54:00,42744.27,42749.82,42724.29,42740.54,175.86,7516339.73
2024-01-01 03:55:00,42740.54,42793.54,42716.35,42771.58,135.17,5781384.6
2024-01-01 03:56:00,42771.58,42820.76,42756.9,42813.27,52.03,2227565.84
2024-01-01 03:57:00,42813.27,42865.86,42784.95,42836.23,17.49,749252.59
2024-01-01 03:58:00,42836.23,42863.13,42819.19,42857.71,183.94,7883366.96
2024-01-01 03:59:00,42857.71,42869.12,42836.79,42868.1,66.5,2850570.44
2024-01-01 04:00:00,42868.1,42893.96,42840.78,42866.12,70.63,3027595.11
2024-01-01 04:01:00,42866.12,42925.06,42865.01,42900.2,123.29,5289219.93
2024-01-01 04:02:00,42900.2,42902.5,42857.58,42878.47,74.58,3197715.29
2024-01-01 04:03:00,42878.47,42900.21,42861.05,42863.01,69.91,2996345.93
2024-01-01 04:04:00,42863.01,42944.92,42844.24,42935.36,178.34,7656910.83
2024-01-01 04:05:00,42935.36,42963.67,42928.37,42945.19,14.64,628552.17
2024-01-01 04:06:00,42945.19,42977.48,42921.23,42949.3,199.61,8573002.25
2024-01-01 04:07:00,42949.3,43013.1,42926.29,43002.58,86.37,3713998.16
2024-01-01 04:08:00,43002.58,43143.73,42973.05,43117.52,155.97,6725123.97
2024-01-01 04:09:00,43117.52,43130.06,43086.74,43099.38,150.14,6470968.43
2024-01-01 04:10:00,43099.38,43110.02,43069.75,43078.37,66.3,2856033.23
2024-01-01 04:11:00,43078.37,43085.38,43063.02,43064.28,13.4,576891.17
2024-01-01 04:12:00,43064.28,43075.81,43042.16,43062.55,51.47,2216353.47
2024-01-01 04:13:00,43062.55,43102.76,43038.96,43074.26,26.99,1162491.98
2024-01-01 04:14:00,43074.26,43151.82,43060.24,43123.47,126.55,5457196.5
2024-01-01 04:15:00,43123.47,43128.49,43083.04,43112.77,54.02,2328849.63
2024-01-01 04:16:00,43112.77,43139.33,43097.39,43121.1,53.83,2321090.71
2024-01-01 04:17:00,43121.1,43151.02,43114.48,43145.72,45.42,1959819.68
2024-01-01 04:18:00,43145.72,43147.46,43084.78,43113.85,177.92,7670786.93
2024-01-01 04:19:00,43113.85,43201.13,43084.0,43173.3,43.04,1858183.1
2024-01-01 04:20:00,43173.3,43265.21,43168.68,43244.33,165.01,7135672.58
2024-01-01 04:21:00,43244.33,43251.06,43209.07,43215.79,112.03,4841254.88
2024-01-01 04:22:00,43215.79,43295.91,43189.47,43293.16,60.46,2617678.26
2024-01-01 04:23:00,43293.16,43386.84,43266.5,43382.96,191.57,8311037.57
2024-01-01 04:24:00,43382.96,43416.91,43366.43,43397.25,26.53,1151219.92
2024-01-01 04:25:00,43397.25,43426.23,43386.07,43413.97,59.35,2576759.15
2024-01-01 04:26:00,43413.97,43416.41,43405.71,43412.32,139.82,6069874.11
2024-01-01 04:27:00,43412.32,43504.33,43386.78,43502.05,104.08,4527599.02
2024-01-01 04:28:00,43502.05,43653.13,43491.61,43628.39,138.82,6056627.39
2024-01-01 04:29:00,43628.39,43645.36,43593.84,43601.85,176.94,7714898.05
2024-01-01 04:30:00,43601.85,43656.9,43575.83,43631.38,144.59,6308616.42
2024-01-01 04:31:00,43631.38,43711.93,43610.46,43686.82,139.23,6082373.45
2024-01-01 04:32:00,43686.82,43760.68,43660.39,43755.93,175.65,7685740.11
2024-01-01 04:33:00,43755.93,43789.24,43731.15,43788.36,34.49,1510053.66
2024-01-01 04:34:00,43788.36,43853.51,43763.82,43848.69,168.11,7371205.06
2024-01-01 04:35:00,43848.69,43863.91,43807.65,43807.84,64.54,2827237.28
2024-01-01 04:36:00,43807.84,43836.35,43800.05,43817.39,130.46,5716464.76
2024-01-01 04:37:00,43817.39,43835.92,43794.0,43819.72,30.33,1328890.8
2024-01-01 04:38:00,43819.72,43861.08,43809.46,43832.19,130.2,5706869.88
2024-01-01 04:39:00,43832.19,43939.02,43829.11,43911.06,188.07,8258502.55
2024-01-01 04:40:00,43911.06,43920.09,43867.49,43888.74,22.8,1000514.6
2024-01-01 04:41:00,43888.74,43915.91,43878.36,43898.44,127.97,5617856.81
2024-01-01 04:42:00,43898.44,43921.19,43869.76,43870.49,14.2,623113.47
2024-01-01 04:43:00,43870.49,43899.06,43855.84,43889.36,156.38,6863303.7
2024-01-01 04:44:00,43889.36,43897.56,43831.68,43861.6,90.97,3990284.41
2024-01-01 04:45:00,43861.6,43969.19,43856.69,43955.65,161.01,7077467.4
2024-01-01 04:46:00,43955.65,43958.12,43884.18,43904.59,134.36,5898894.96
2024-01-01 04:47:00,43904.59,43948.21,43876.07,43940.01,38.7,1700522.28
2024-01-01 04:48:00,43940.01,43985.11,43920.85,43972.52,85.54,3761538.41
2024-01-01 04:49:00,43972.52,43980.75,43938.04,43967.56,87.77,3859184.99
2024-01-01 04:50:00,43967.56,43973.95,43954.56,43955.5,133.82,5881979.68
2024-01-01 04:51:00,43955.5,43984.16,43929.57,43973.1,99.91,4393347.42
2024-01-01 04:52:00,43973.1,44013.37,43947.76,43990.24,154.59,6800651.41
2024-01-01 04:53:00,43990.24,44031.86,43986.3,44013.08,16.18,712130.42
2024-01-01 04:54:00,44013.08,44046.8,43998.63,44022.9,32.29,1421435.92
2024-01-01 04:55:00,44022.9,44062.11,44002.33,44058.35,91.76,4042711.54
2024-01-01 04:56:00,44058.35,44060.28,44038.88,44056.34,61.11,2692227.97
2024-01-01 04:57:00,44056.34,44080.27,43975.49,43984.81,96.49,4244174.28
2024-01-01 04:58:00,43984.81,44002.81,43953.44,43962.19,142.05,6244677.78
2024-01-01 04:59:00,43962.19,43987.99,43817.6,43841.0,17.53,768426.42
2024-01-01 05:00:00,43841.0,43848.26,43763.05,43792.65,37.07,1623575.31
2024-01-01 05:01:00,43792.65,43807.61,43771.72,43790.26,143.47,6282516.33
2024-01-01 05:02:00,43790.26,43800.06,43763.68,43779.21,26.69,1168670.11
2024-01-01 05:03:00,43779.21,43791.08,43778.22,43780.56,24.93,1091445.56
2024-01-01 05:04:00,43780.56,43797.58,43709.79,43730.48,162.11,7089211.98
2024-01-01 05:05:00,43730.48,43736.48,43711.4,43716.42,29.87,1305717.26
2024-01-01 05:06:00,43716.42,43787.34,43688.34,43786.39,19.87,870234.52
2024-01-01 05:07:00,43786.39,43848.86,43765.12,43832.62,175.48,7691929.53
2024-01-01 05:08:00,43832.62,43887.56,43808.18,43877.38,25.22,1106667.44
2024-01-01 05:09:00,43877.38,43935.98,43860.95,43909.14,165.29,7257591.31
2024-01-01 05:10:00,43909.14,44028.69,43887.19,44012.9,25.51,1122755.79
2024-01-01 05:11:00,44012.9,44014.71,43971.03,43978.44,40.31,1772924.49
2024-01-01 05:12:00,43978.44,44007.72,43952.32,43962.43,44.6,1960829.87
2024-01-01 05:13:00,43962.43,44007.32,43942.66,43983.63,104.66,4603203.36
2024-01-01 05:14:00,43983.63,44076.86,43953.74,44070.01,195.21,8602937.75
2024-01-01 05:15:00,44070.01,44111.34,44064.02,44091.83,139.24,6139494.45
2024-01-01 05:16:00,44091.83,44117.88,44057.14,44078.96,151.11,6660958.26
2024-01-01 05:17:00,44078.96,44091.72,43985.15,43995.53,80.5,3541524.17
2024-01-01 05:18:00,43995.53,44019.91,43973.77,44006.75,102.47,4509244.19
2024-01-01 05:19:00,44006.75,44085.31,43979.73,44059.11,90.13,3970914.06
2024-01-01 05:20:00,44059.11,44119.09,44052.79,44091.72,128.36,5659774.52
2024-01-01 05:21:00,44091.72,44110.67,43990.91,44012.9,35.0,1540357.44
2024-01-01 05:22:00,44012.9,44043.0,44005.78,44037.6,194.57,8568179.57
2024-01-01 05:23:00,44037.6,44056.07,44011.97,44050.64,103.53,4560685.62
